,ID,review,polarity,division,translated_review
1916,3535,helpful products,0.0,neutral,produk bermanfaat
1917,2991,helpful smart speaker,0.2071,positive,pembicara pintar yang membantu
1918,1569,helpful son attend online class lockdown days thank amazon wonderful,0.35,positive,putra yang membantu menghadiri hari-hari penguncian kelas online terima kasih amazon luar biasa
1919,636,hi allalexa good product but if provide battery backup facility also operate without wifi goodinstead wifiif use mobile networkit excellent product,0.85,positive,hai allalexa produk bagus tapi jika menyediakan fasilitas cadangan baterai juga beroperasi tanpa wifi bagus bukan wifi jika menggunakan jaringan seluler itu produk unggulan
1920,1831,hi buy alexa days back not respond voice much not good experience,-0.0875,negative,hai beli alexa hari kembali tidak merespon suara banyak bukan pengalaman yang baik
1921,157,hi guy if u wifi house buy else u need use phone hotspot connect one thing u need plug everytime u cant take roam lik bluetooth speakers con hope amazon bring solution rest everything fine,0.1979,positive,"hai teman jika Anda rumah wifi, beli lagi, Anda perlu menggunakan hotspot telepon, sambungkan, satu hal, Anda perlu pasang setiap kali Anda tidak dapat menjelajah seperti speaker bluetooth, semoga amazon membawa solusi, istirahat, semuanya baik-baik saja"
1922,164,hi team recently observe alexa list speak loudly find issue use alexa device friend home please look alexa not list speck normal pitch contact no,0.025,positive,"hai tim baru-baru ini mengamati daftar alexa, berbicara dengan keras, temukan masalah, gunakan perangkat alexa, teman di rumah, silakan lihat alexa, bukan daftar, bintik, nada normal, hubungi no"
1923,20,hi use begin echo gen order amazon but nowadays use suddenly get stop nothing happen manually swith off switch resolve issue happen please needful help,0.0,neutral,hai gunakan mulai gema gen pesan amazon tetapi saat ini gunakan tiba-tiba berhenti tidak ada yang terjadi secara manual matikan sakelar selesaikan masalah terjadi tolong bantuan yang diperlukan
1924,1453,high volume sound quality not good voice command also not recognize properly,0.0525,positive,kualitas suara volume tinggi tidak baik perintah suara juga tidak mengenali dengan benar
1925,186,hii dont know start since day issue configure wifi step not help alexa support horrible seem dont care dont know alexa use inr speaker,-1.0,negative,hii tidak tahu mulai sejak masalah hari konfigurasikan langkah wifi tidak membantu dukungan alexa tampaknya mengerikan tidak peduli tidak tahu alexa menggunakan speaker inr
1926,1703,hindi language also goodgood looksbetter google home minigood recognition voicebought totally value money,0.0,neutral,bahasa hindi juga bagus terlihat bagus lebih baik google home mini pengenalan yang baik suara yang dibeli benar-benar bernilai uang
1927,1853,home assistant one best market use everyday use speaker device well love product,0.4333,positive,asisten rumah satu pasar terbaik menggunakan perangkat speaker penggunaan sehari-hari dengan baik menyukai produk
1928,2400,home automation song command,0.0,neutral,perintah lagu otomatisasi rumah
1929,3426,home use,0.0,neutral,digunakan di rumah
1930,182,honestly not great not whole voice record thing would love return however window volume external speaker not great plug work,0.3333,positive,sejujurnya tidak bagus tidak seluruh rekaman suara akan senang kembali namun volume jendela speaker eksternal tidak berfungsi dengan baik
1931,3617,hopeless device not follow time,0.2,positive,perangkat putus asa tidak mengikuti waktu
1932,1966,horrible doesnt turn plug,-1.0,negative,mengerikan tidak mengubah steker
1933,71,horrible music sound good speeches weather report not music bluetooth connectivity pain if multiple devices stationary use no battery if go plug another room example live room bedroom start connectivity scratch alexa software age behind google voice return product good novelty although get better items show off price could not even recognize gurgaon dont fool generation fancy light if price drop buy take somewhere else basically leave price difference hang around neck rip off great kid though,0.1833,positive,suara musik yang mengerikan pidato yang bagus laporan cuaca bukan musik konektivitas bluetooth sakit jika beberapa perangkat stasioner tidak menggunakan baterai jika pergi ke kamar lain contoh ruang tamu kamar tidur mulai konektivitas awal perangkat lunak alexa usia di belakang suara google kembalikan produk baru yang bagus meskipun dapatkan barang yang lebih baik harga pamer tidak bisa bahkan mengenali gurgaon jangan membodohi generasi mewah cahaya jika penurunan harga beli ambil di tempat lain pada dasarnya meninggalkan perbedaan harga menggantung di leher merobek anak hebat sekalipun
1934,690,hours though but already impress echo dot wipro lead integration two good but not sure if change color variants lead alexa not rest fine worth money sale,0.3278,positive,jam meskipun tapi sudah terkesan echo dot wipro memimpin integrasi dua baik tapi tidak yakin jika varian warna berubah memimpin alexa tidak istirahat baik-baik saja bernilai uang dijual
1935,2845,iam unable change tv channelsthis not worth buy better buy fire tv,-0.05,negative,saya tidak dapat mengubah saluran tvini tidak layak dibeli lebih baik beli tv api
1936,552,id not choose item bcoz lack basic things nor assist u desiered,0.0,neutral,id tidak memilih item karena kekurangan hal-hal dasar atau membantu Anda inginkan
1937,576,idiot box need internet connectivity power supply time alarm hell need internet connectivity otherwise doesnt beep rest things fine,-0.1917,negative,"kotak idiot membutuhkan konektivitas internet power supply alarm waktu neraka membutuhkan konektivitas internet jika tidak, tidak ada bunyi bip, istirahat, semuanya baik-baik saja"
1938,949,if buy listen music good less web coverage but nothing cant fix software update,0.1944,positive,"jika membeli, dengarkan musik, jangkauan web yang lebih baik, tetapi tidak ada yang tidak dapat memperbaiki pembaruan perangkat lunak"
1939,712,if clock would display win win situation ecodot generation,0.8,positive,jika jam akan menampilkan situasi win win ecodot generation
1940,369,if love music spend time make home importantly kitchen busy hand change music set timer correct measurements recipe much will come handy mean love much want get gift everyone know,0.3488,positive,jika cinta musik habiskan waktu buat rumah yang penting dapur sibuk ganti tangan set musik pengatur waktu pengukuran yang benar resep banyak yang akan berguna berarti cinta banyak ingin mendapatkan hadiah semua orang tahu
1941,613,if play song alexa want stop music manually cant interact play songdrawback thats return,0.0,neutral,"jika memutar lagu alexa ingin menghentikan musik secara manual tidak dapat berinteraksi, mainkan lagu, itu kembali"
1942,2529,if possible refund replacement,0.0,neutral,jika mungkin pengembalian dana penggantian
1943,1324,if speaker will connect smartphone bluetooth take call speaker play music videos speaker will great feature sound quality speaker good like,0.625,positive,jika speaker akan menghubungkan smartphone bluetooth menerima panggilan speaker memutar video musik speaker akan memiliki fitur hebat kualitas suara speaker bagus seperti
1944,3225,if u want buy buy dont read review buy try if dont like return,0.0,neutral,jika Anda ingin membeli beli jangan baca ulasan beli coba jika tidak suka kembali
1945,2152,if youre lonely bore alexa perfect,0.1333,positive,jika kamu kesepian bore alexa perfect
1946,1631,if youtube music play star,0.0,neutral,jika musik youtube mainkan bintang
1947,1321,ii love product sound also good feature work till date,0.5333,positive,saya suka suara produk juga fitur bagus berfungsi sampai saat ini
1948,3066,im extremely satisfy,0.5,positive,saya sangat puas
1949,2377,im go,0.0,neutral,saya pergi
1950,2878,im happy use product,1.0,positive,saya senang menggunakan produk
1951,3317,im love,0.6,positive,aku cinta
1952,2794,im not satisfy product,-0.25,negative,saya tidak memuaskan produk
1953,2628,im not settings echo dot alexa dont wi fi but mobile app us better work,0.5,positive,saya tidak mengatur echo dot alexa jangan wi fi tetapi aplikasi seluler kami berfungsi lebih baik
1954,1565,im satisfy work amazon echo dot n sound quality,0.45,positive,saya memuaskan pekerjaan amazon echo dot n kualitas suara
1955,2,im upload video enjoymost idiotic device every buy never play original songs always play remix instrumental songsi wish would buy google home bluetooth speakerssome attachments talk amazon echo dot executiveafter review echo dot representative call im glad thisi show issue song selection but tell library doesnt songs im select better add gaanacom alexa app follow guidelines repeat record issue please see screen shots list audio alexa fun realise amazon review doent support audio but videoyou buy device if personalise fun life not way attach audio file video funny if want attach feedback alexa need video call mismatch basic requirementill try get capture view attach issue add image till enjoy,0.1222,positive,saya mengunggah video menikmati perangkat paling bodoh setiap pembelian tidak pernah memutar lagu asli selalu memutar lagu instrumental remix saya ingin membeli speaker bluetooth rumah google beberapa lampiran berbicara amazon echo dot executivesetelah meninjau echo dot perwakilan panggilan saya senang ini menunjukkan masalah pemilihan lagu tetapi beri tahu perpustakaan tidak lagu yang saya pilih lebih baik tambahkan aplikasi alexa gaanacom ikuti panduan ulangi masalah rekaman silakan lihat daftar tangkapan layar audio alexa menyenangkan sadari ulasan amazon tidak mendukung audio tetapi videoAnda membeli perangkat jika mempersonalisasi kehidupan yang menyenangkan bukan cara melampirkan file audio video lucu jika ingin melampirkan umpan balik alexa perlu panggilan video tidak sesuai persyaratan dasar akan mencoba dapatkan tampilan tangkap lampirkan masalah tambahkan gambar sampai nikmati
1956,700,im write couple weeksgenuinely like product much compare smart speakers sound much humanly,0.1779,positive,saya menulis beberapa minggu benar-benar menyukai produk dibandingkan dengan speaker pintar terdengar jauh lebih manusiawi
1957,905,im write years great product pricebut little annoy indian customersi buy later return smart bulb not work get back final price eco dot unbelievable,-0.0248,negative,saya menulis bertahun-tahun harga produk yang hebat tetapi sedikit mengganggu pelanggan India saya membeli nanti kembalikan bohlam pintar tidak berfungsi dapatkan kembali harga akhir eco dot luar biasa
1958,3794,important thank,0.36,positive,penting terima kasih
1959,1551,important thing ai control device good listener recognize voice range provide certain feature,0.4536,positive,yang penting ai perangkat kontrol pendengar yang baik mengenali rentang suara menyediakan fitur tertentu
1960,1849,impress device trouble connect phone mobile data but im enjoy alexa much,0.3,positive,mengesankan masalah perangkat menghubungkan data seluler ponsel tetapi saya sangat menikmati alexa
1961,3287,impressive,1.0,positive,menakjubkan
1962,168,impressive easy command recognition child three years old good interpretation command per seexpectations acceptance english hindi command simultaneously offer choices singers particular song sing many artists present always start artist offer choices different start point sequence eg command bhajan instrumental lullabies start songmusic proceed sequence soon become monotonous need identify voice members family offer type music excellent ability identify voice seem easy recognize remember voice name family members rest guest remember choices family members offer music accordingly would expect obviously reset option must case,0.2352,positive,pengenalan perintah yang mudah mengesankan anak berusia tiga tahun perintah interpretasi yang baik sesuai harapan penerimaan perintah bahasa inggris hindi secara bersamaan menawarkan pilihan penyanyi lagu tertentu bernyanyi banyak artis hadir selalu mulai artis menawarkan pilihan urutan titik awal yang berbeda misalnya perintah bhajan lagu pengantar tidur instrumental mulai lagu musik lanjutkan urutan segera menjadi monoton perlu diidentifikasi suara anggota keluarga menawarkan jenis musik kemampuan yang sangat baik mengidentifikasi suara tampak mudah mengenali ingat nama suara anggota keluarga istirahat tamu ingat pilihan anggota keluarga menawarkan musik sesuai yang diharapkan jelas reset pilihan harus kasus
1963,2121,inbuild battery alsootherwise awesome product,1.0,positive,baterai inbuild juga produk yang luar biasa
1964,1770,inbuilt chargeable battery,0.0,neutral,baterai isi ulang bawaan
1965,3094,increase skills requiredsound quality goodvoice recognition also good,0.7,positive,tingkatkan keterampilan yang dibutuhkan kualitas suara yang bagus pengenalan suara juga bagus
1966,2178,incredible product sound quality faboulous base quality vest alexa favourite product time,0.1667,positive,produk luar biasa kualitas suara kualitas dasar luar biasa rompi produk favorit alexa waktu
1967,1376,indeed one best ai enable virtual assistant devicethe voice quality good echo dot hear voice long distance meter even play loud music,0.49,positive,memang salah satu yang terbaik ai mengaktifkan perangkat asisten virtual kualitas suara yang baik gema dot mendengar suara meteran jarak jauh bahkan memutar musik keras
1968,495,initially difficult connect later see video tube connection work good nice product dont know longterm use,0.2,positive,awalnya sulit terhubung kemudian lihat koneksi tabung video berfungsi dengan baik produk bagus tidak tahu penggunaan jangka panjang
1969,303,initially think would helpful control redmi tv but later come know mi tv will support alexa even alexa not find tvother ai good especially kid,0.14,positive,awalnya berpikir akan membantu mengontrol redmi tv tetapi kemudian tahu mi tv akan mendukung alexa bahkan alexa tidak menemukan tvother ai baik terutama anak-anak
1970,3061,initially work suddenly stop work go replace whenpl acknowledge earliest,0.0,neutral,awalnya bekerja tiba-tiba berhenti bekerja pergi ganti ketika saya mengakui lebih awal
1971,2275,installation easy voice recognition good,0.7367,positive,instalasi pengenalan suara mudah bagus
1972,2245,integrate well multiple devices speakers awesome,0.5,positive,mengintegrasikan dengan baik beberapa perangkat speaker yang luar biasa
1973,2680,integration gaana app not good sound low connect via bluetooth,0.0167,positive,integrasi aplikasi gaana suara tidak bagus koneksi rendah melalui bluetooth
1974,2095,integration good but sound quality could little better,0.3531,positive,integrasi bagus tapi kualitas suaranya bisa sedikit lebih baik
1975,1083,integration good need improvement local language stuff,0.35,positive,integrasi baik perlu perbaikan hal-hal bahasa lokal
1976,996,integration problem music app,-0.125,negative,aplikasi musik masalah integrasi
1977,2871,integration require apps device less service available connect,0.2278,positive,"integrasi memerlukan aplikasi, perangkat, lebih sedikit, layanan, tersedia, sambungkan"
1978,2943,integration set feature bite tiresome otherwise great product,0.15,positive,integrasi set fitur gigitan melelahkan jika tidak produk hebat
1979,405,integration take much time doesnt understand lot stuff worst part need connect time unable connect mi smart android tvtoo much time energy need put set anything not worth,-0.1726,negative,integrasi membutuhkan banyak waktu tidak mengerti banyak hal bagian terburuk perlu menghubungkan waktu tidak dapat terhubung mi smart android tvterlalu banyak waktu energi perlu dimasukkan set apa pun tidak layak
1980,1950,intelligent product,1.0,positive,produk cerdas
1981,96,interaction alexa quaility w roustalexa software badno use compare google voicecompared phone google voice better response good resultalexa not mature no knowledge upgrade compare google voicealexa device no use compare google voice phonemico not good qualitydifferent answer simple question alexaalexa replay not goodthis device not good play days fully bore alexa replaywaste moneywe wait new latest generation software alexa waste product,0.0114,positive,interaksi alexa quaility w roustalexa software badno use bandingkan google voicecompared phone google voice respon yang lebih baik hasil yang baik alexa tidak matang tidak ada peningkatan pengetahuan bandingkan google voicealexa device tidak ada gunanya membandingkan google voice phonemico kualitas tidak baik jawaban yang berbeda pertanyaan sederhana alexaalexa replay tidak baik perangkat ini tidak bagus bermain hari penuh membosankan alexa replaywaste moneykami tunggu perangkat lunak generasi terbaru produk limbah alexa
1982,4135,interest,0.65,positive,minat
1983,3000,interest alexavery gud,0.65,positive,minat alexavery gud
1984,2718,interest product,0.65,positive,produk minat
1985,1004,interest product must incorporate youtube music future generations sound quality need improve,0.35,positive,produk yang menarik harus memasukkan musik youtube generasi mendatang kualitas suara perlu ditingkatkan
1986,2045,interest useful product amazonwith data price plummet usage will sharply increase also sales,0.275,positive,minat produk amazon yang bermanfaat dengan harga data penggunaan anjlok akan meningkat tajam juga penjualan
1987,3345,internet connectivity options bluetooth connection,0.0,neutral,pilihan konektivitas internet koneksi bluetooth
1988,751,intial device alright work ok whereas day start problem like start make beep noice music play not able return device give time return amazon help,0.125,positive,perangkat awal baik-baik saja berfungsi dengan baik sedangkan masalah awal hari seperti mulai membuat pemutaran musik bip tidak dapat mengembalikan perangkat memberikan waktu kembali bantuan amazon
1989,1189,intresting product percent useful every one,0.3,positive,menarik persen produk bermanfaat setiap orang
1990,1880,invest good,0.7,positive,berinvestasi dengan baik
1991,4115,invoice copy not receive pl mail whattsapp invoice copy,0.0,neutral,salinan faktur tidak menerima pl email salinan faktur whattsapp
1992,3391,ise acha toh google home mini lelo,0.0,neutral,ise acha toh google home mini lelo
1993,2620,issue connectivity voice recognition pretty basic sound quality bass incredible,0.28,positive,masalah konektivitas pengenalan suara cukup mendasar kualitas suara bass luar biasa
1994,1954,issue hear instructions,0.0,neutral,mengeluarkan instruksi dengar
1995,1308,issue play music alexa doesnt respond command,0.0,neutral,masalah putar musik alexa tidak merespons perintah
1996,3792,issue song box no battery pickup,0.0,neutral,masalah kotak lagu tidak ada pickup baterai
1997,158,issue unresponsive behaviour rarely need restart immediate use wait minutes mine work may thats issue second echo worth use home if smart switch instal,0.1229,positive,masalah perilaku tidak responsif jarang perlu restart segera gunakan tunggu menit pekerjaan saya mungkin itu masalah gema kedua layak digunakan di rumah jika smart switch dipasang
1998,1290,itam note receive bay customer,0.0,neutral,itam catatan menerima pelanggan teluk
1999,3264,item good sound quality also good but run socket power,0.45,positive,barang kualitas suara bagus juga bagus tapi jalankan daya soket
2000,223,item goodbut sometimes if tv run disturbance will not pick voicealso another issue find unable configure samsung smart tvwhich one major drawbackelse star rat rest feature,-0.0744,negative,barang bagus tapi terkadang jika tv run gangguan tidak akan memilih suara juga masalah lain menemukan tidak dapat mengkonfigurasi samsung smart tv yang salah satu kelemahan utama lainnya fitur bintang tikus istirahat
2001,711,item great easy use kid enjoy service echo dot understand voice command without problem sound quality also good,0.5667,positive,item sangat mudah digunakan anak menikmati layanan echo dot mengerti perintah suara tanpa masalah kualitas suara juga bagus
2002,3431,item miss box,-0.2,negative,item ketinggalan kotak
2003,1538,item not work drop table not work could anyone help,0.0,neutral,item tidak berfungsi drop table tidak berfungsi ada yang bisa membantu?
2004,730,item not work th first day itselfeit always show offline though full speed internet want return itemi sont eve wat give one star amazoj echo dot,0.3,positive,item tidak berfungsi pada hari pertama itu sendirieit selalu tampil offline meskipun internet kecepatan penuh ingin mengembalikan item sebelum malam wat beri satu bintang amazoj echo dot
2005,3631,item perfect everyone house,0.75,positive,barang sempurna semua orang rumah
2006,3181,item receive good condition,0.7,positive,barang diterima kondisi baik
2007,1245,item take hours start connect tv phone but will not connect device accord useless,-0.5,negative,item membutuhkan waktu berjam-jam mulai menghubungkan telepon tv tetapi tidak akan menghubungkan perangkat sesuai tidak berguna
2008,3293,ive lose echo dot theres no way find rubbish,0.0,neutral,saya kehilangan echo dot tidak ada cara untuk menemukan sampah
2009,4031,ive try echo different os phone amaze,0.3,positive,saya mencoba menggemakan ponsel os yang berbeda memukau
2010,129,ive use months work totally fine voice quality volume really great compare size voice recognition good doesnt work without wifi best home use bluetooth connectivity seemless if love listen music use ai schedule meet alarm listen news one doesnt battery run electricity price range best product,0.631,positive,saya menggunakan bulan bekerja sangat baik kualitas suara volume benar-benar hebat membandingkan ukuran pengenalan suara bagus tidak berfungsi tanpa wifi penggunaan rumah terbaik konektivitas bluetooth sepertinya tidak ada jika suka mendengarkan musik gunakan jadwal ai memenuhi alarm mendengarkan berita satu tidak menjalankan baterai listrik kisaran harga produk terbaik
2011,1589,job like,0.0,neutral,pekerjaan seperti
2012,3602,keeka,0.0,neutral,keeka
2013,1132,keep shout alexa alexa alexa wont hear uif internet slow also product doesnt workalexa not google assistanthut indeed human alexa assistant horrible experience,-0.4333,negative,terus berteriak alexa alexa alexa tidak akan mendengar uif internet lambat juga produk tidak berfungsialexa bukan asisten google tapi memang asisten alexa manusia pengalaman mengerikan
2014,3013,kharab deliver huwa h paise bhi gaye,0.0,neutral,kharab menyampaikan huwa h paise bhi gaye
2015,3054,kid happy,1.0,positive,anak senang
2016,3705,kid like feature really nice,0.78,positive,fitur suka anak sangat bagus
2017,1901,kid like use alexa play songs ask question relate school subject helpful,0.3,positive,"anak-anak suka menggunakan lagu alexa play, ajukan pertanyaan terkait mata pelajaran sekolah membantu"
2018,2691,kid love,0.7,positive,cinta anak
2019,3567,kid love,0.5,positive,cinta anak
2020,30,know guy foromg buy amazon echo instead google homeso good heres answerill not tell things know everyones talk like mic speakers awsome localise etcill tell need if want home communication feature people alexa app echo device permission actually call echo dot announcement feature if late dinner announce echo device phoneactually use feature play ghost sound little kid room best feature home automations google home devices dont best feature timer task schedule much advance alexa app if say turn light front kitchen echo dot will turn kitchen light dont specific like turn kitchen light like google homeyou need multiple echo devices obviousso forget google home buy,0.2562,positive,kenal orang untuk membeli amazon echo sebagai gantinya google home jadi bagus ini jawab saya tidak akan memberi tahu hal-hal yang tahu semua orang berbicara seperti speaker mic awsome melokalkan dll akan memberi tahu kebutuhan jika ingin fitur komunikasi rumah orang aplikasi alexa izin perangkat gema sebenarnya memanggil fitur pengumuman echo dot jika makan malam mengumumkan telepon perangkat gema sebenarnya gunakan fitur putar suara hantu kamar anak kecil fitur terbaik otomatisasi rumah perangkat rumah google jangan fitur pengatur waktu terbaik jadwal tugas aplikasi alexa jauh lebih maju jika mengatakan belokkan lampu dapur depan echo dot akan menyalakan lampu dapur tidak spesifik seperti menyalakan lampu dapur seperti google homeAnda memerlukan beberapa perangkat gema jelas jadi lupakan google home buy
2021,2755,know nothing understand nothing dont buy,0.0,neutral,tidak tahu apa-apa tidak mengerti apa-apa jangan membeli
2022,250,know people make really productive use alexa but really isnt useful if youre want get entertainment purpose speaker quality isnt great if youre plan listen music overalls get booring would lie unplug corner room,0.375,positive,"tahu orang-orang benar-benar produktif menggunakan alexa tetapi sangat tidak berguna jika Anda ingin mendapatkan tujuan hiburan, kualitas speaker tidak bagus jika Anda berencana mendengarkan musik, overall, membosankan, akan terletak cabut kamar sudut"
2023,1447,knowledgeable child entertainer also,0.0,neutral,penghibur anak yang berpengetahuan juga
2024,1656,l like product work good also but take smart plug bulb make work,0.4714,positive,"Saya suka produk berfungsi dengan baik juga, tetapi gunakan bohlam steker pintar untuk bekerja"
2025,1416,lack battery operation new option battery release witing odd days post purchase woul buy model,-0.0152,negative,kekurangan operasi baterai opsi baru pelepasan baterai dengan hari-hari aneh pasca pembelian akan membeli model
2026,412,lady alexa genno kidshe young cant go blild mens world prime young agetimeshe four way eye sight see observeam right dear love much,0.29100000000000004,positive,lady alexa genno kidshe young cant go blild mens world prime young agetimeshe four way eye sight lihat observam right dear love much
2027,3324,lag problem time doesnt work voice,0.0,neutral,masalah lag waktu tidak berfungsi suara
2028,1873,late response aur bologe kuch sunegi kuch ek song ko lag jata h bajane,-0.39,negative,late response aur bologe kuch sunegi kuch ek song ko lag jata h bajane
2029,417,launch get product plus reduce price due sale nice smart bulb rupees overall think super value money havent use smart speaker but happy purchase,0.264,positive,luncurkan dapatkan produk plus kurangi harga karena penjualan bohlam pintar yang bagus rupee secara keseluruhan berpikir nilai uang super belum menggunakan speaker pintar tapi selamat membeli
2030,2807,learn curve install smart equipment hard,-0.0387,negative,belajar kurva memasang peralatan pintar dengan keras
2031,3127,less bass give less amount information,-0.1611,negative,lebih sedikit bass memberikan lebih sedikit informasi
2032,1896,less general knowledge,-0.0583,negative,pengetahuan umum kurang
2033,3588,life esay,0.5,positive,esai hidup
2034,2733,light go dim day day battery also,0.1,positive,baterai siang hari jadi redup juga
2035,1803,light incase directly cantand alexa play songs per comment,0.1,positive,ringan memetik langsung cantand alexa memutar lagu per komentar
2036,2532,light weight portable one good use,0.55,positive,ringan portabel satu penggunaan yang baik
2037,1434,like,0.6,positive,Suka
2038,1617,like,0.0,neutral,Suka
2039,1821,like,0.6,positive,Suka
2040,1951,like,0.0,neutral,Suka
2041,2317,like,0.0,neutral,Suka
2042,2852,like,0.6,positive,Suka
2043,3055,like,0.0,neutral,Suka
2044,3062,like,0.0,neutral,Suka
2045,3409,like,0.0,neutral,Suka
2046,3420,like,0.0,neutral,Suka
2047,3447,like,0.6,positive,Suka
2048,3647,like,0.0,neutral,Suka
2049,3687,like,0.0,neutral,Suka
2050,4011,like,0.0,neutral,Suka
2051,4097,like,0.0,neutral,Suka
2052,2644,like ai,0.6,positive,seperti ai
2053,2643,like alexa but not recognize voice sometimes overall good product,0.4333,positive,seperti alexa tetapi tidak mengenali suara terkadang secara keseluruhan produk bagus
2054,2324,like alexa dot,0.0,neutral,seperti alexa dot
2055,12,like alexa feature but rat due facts no inbuilt battery big minus todays mobile world can not enforce device plug always no usb charge facility alexa app horribly slow moment wifi connection change can not detect need reconfigure itplus feature device shape great sound quality superb voice response awesome,0.3344,positive,seperti fitur alexa tetapi tikus karena fakta tidak ada baterai inbuilt minus besar saat ini dunia seluler tidak dapat menegakkan perangkat plug selalu tidak ada fasilitas biaya usb aplikasi alexa sangat lambat saat koneksi wifi perubahan tidak dapat mendeteksi perlu mengkonfigurasi ulang fitur fitur perangkat bentuk kualitas suara yang bagus respon suara yang luar biasa mengagumkan
2056,197,like alexa feature echo dot extremely enjoy color change lead light feature alexa would give star but sometimes face small issue alexa doesnt respond instantaneously attempt alexa respond thats mood killer time else super amaze fun,0.2369,positive,seperti fitur alexa echo dot sangat menikmati perubahan warna memimpin fitur lampu alexa akan memberikan bintang tetapi kadang-kadang menghadapi masalah kecil alexa tidak merespon secara instan mencoba alexa merespon itu pembunuh suasana hati waktu lain super takjub menyenangkan
2057,1621,like alexa lot voice recognition amaze fact dislike need constant plug strong wifi,0.2389,positive,"seperti alexa lot pengenalan suara, fakta yang mengejutkan, tidak suka, perlu colokan konstan, wifi yang kuat"
2058,4153,like alexa product amaze many problems solve alexa relate childrens,0.3667,positive,seperti produk alexa memukau banyak masalah memecahkan alexa berhubungan anak-anak
2059,3006,like alexa product nice sound good voice recognition,0.5667,positive,seperti produk alexa suara bagus pengenalan suara bagus
2060,3648,like alexa think everyone purchase product,0.0,neutral,seperti alexa pikir semua orang membeli produk
2061,2136,like alexa tooo good dont think buy amaze product love,0.6,positive,seperti alexa terlalu bagus jangan berpikir membeli produk yang menakjubkan cinta
2062,285,like alexanice user friendlyobeying n order regard play music n if appreciate say thank if scold alexa calm not say anythinghahah enjoy aialexa babyconsalexa not say hi babyi mean wont repeat saidit play music,0.1375,positive,like alexanice user friendly mematuhi n perintah hal bermain musik n jika menghargai mengatakan terima kasih jika memarahi alexa tenang tidak mengatakan apa-apahahah menikmati aialexa babyconsalex tidak menyapa babyi berarti tidak akan mengulangi kata itu bermain musik
2063,1928,like audio qualityresponse timeconnecting rangestunning design but disadvantage skills custom make integration music like appneed kid orient skill,0.2375,positive,"seperti kualitas audio, waktu respons, rentang waktu, desain yang menakjubkan, tetapi keterampilan yang tidak menguntungkan, membuat musik integrasi seperti aplikasi, membutuhkan keterampilan berorientasi anak."
2064,2554,like best,1.0,positive,seperti yang terbaik
2065,795,like best product budget well buy amazon great indian saleits masterpiecemagnificent love productpowered alexabest product,0.8,positive,"seperti produk terbaik, anggaran, beli amazon, penjualan India yang hebat, mahakaryanya, produk cinta yang luar biasa, produk alexa terbaik yang bertenaga,"
2066,2788,like bluetooth speaker alexa integration limit scope,-0.0714,negative,seperti lingkup batas integrasi alexa speaker bluetooth
2067,3740,like bro,0.0,neutral,suka bro
2068,3879,like build quality voice recognition,0.5,positive,seperti membangun pengenalan suara berkualitas
2069,2247,like but alexa call papa time long but like thankuuu amazon iam love amazon,0.225,positive,suka tapi alexa memanggil papa lama tapi suka terima kasih amazon iam love amazon
2070,3339,like but require input better understand,0.5333,positive,suka tapi butuh masukan lebih paham
2071,3321,like compatibility but alexa need intelligent,0.6333,positive,seperti kompatibilitas tetapi alexa membutuhkan kecerdasan
2072,3745,like every thing,0.0,neutral,seperti semuanya
2073,2689,like every thing alexa brilliant product thank amazon,0.9,positive,suka semua produk alexa brilian terima kasih amazon
2074,294,like every thing make home smart buy amazon sale real prize amazon rupee smart bulb but buy rupee smart bulb,0.2107,positive,"seperti setiap hal, buat rumah pintar beli amazon sale hadiah nyata amazon rupee smart bulb tapi beli rupee smart bulb"
2075,1921,like everything alexa,0.0,neutral,suka semuanya alexa
2076,1754,like except not portable least extend service portabilityadd,0.15,positive,"seperti kecuali tidak portabel, setidaknya perpanjang portabilitas layanan, tambahkan"
2077,759,like identification voice despite background noise learn platform kid studentsdislikes not play amazon prime music bundle free anlong echo dot suddenly stop respond stop music need implement indian accent nouns,0.2,positive,seperti suara identifikasi meskipun kebisingan latar belakang platform belajar siswa anak tidak suka tidak memainkan bundel musik amazon prime gratis sepanjang gema dot tiba-tiba berhenti merespons berhenti musik perlu menerapkan kata benda aksen India
2078,476,like inbuilt watts speaker good bass mid treble quality alexa voice recognition cloud feature amaze,0.35,positive,"seperti speaker watt inbuilt, bass yang bagus, kualitas mid treble, fitur cloud pengenalan suara alexa, luar biasa"
2079,2210,like ithelpful products,0.0,neutral,suka produk yang bermanfaat
2080,3714,like iy,0.0,neutral,seperti iy
2081,3785,like know voice,0.0,neutral,seperti tahu suara
2082,1217,like mini wife,0.0,neutral,seperti istri mini
2083,3358,like much,0.4,positive,suka sekali
2084,3843,like much,0.26,positive,suka sekali
2085,1358,like much but sometimes listen something else but happy suggest buy must buy nice,0.61,positive,suka banyak tapi terkadang mendengarkan sesuatu yang lain tapi senang menyarankan beli harus beli bagus
2086,3789,like much easy use,0.4333,positive,seperti banyak penggunaan yang mudah
2087,841,like much except wiredi want wireless look plug switch wherever go play n turn onbut good overall,0.32,positive,seperti banyak kecuali wiredi ingin tampilan nirkabel plug switch kemanapun pergi bermain n hidup tapi bagus secara keseluruhan
2088,2651,like much interogation also voice recognition but much late response,0.1667,positive,seperti banyak interogasi juga pengenalan suara tetapi banyak respons yang terlambat
