,Sentiment,Text,translated_text
3038,neutral,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .","Grup N +1 akan membayar EUR16,5 m dari harga transaksi pada saat penutupan , dan jumlah sisanya pada tahun 2012 ."
3039,negative,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .","Konsiliator Nasional Juhani Salonius, yang bertemu dengan kedua pihak pada Rabu, mengatakan pandangan mereka terlalu berjauhan baginya untuk mengajukan mediasi."
3040,neutral,ND = Not disclosed .,ND = Tidak diungkapkan.
3041,neutral,Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,Negosiasi dengan perwakilan personel terkait proses restrukturisasi kini telah berakhir.
3042,neutral,Neither of the companies use genetically engineered soy at the moment .,Tak satu pun dari perusahaan menggunakan kedelai rekayasa genetika saat ini.
3043,neutral,"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .","Neste Oil akan mempublikasikan hasil kuartal ketiga 2008 pada hari Jumat, 24 Oktober 2008 sekitar pukul 9 pagi (EET)."
3044,neutral,"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .","New Delhi , 12 Februari -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia dan Janhonen Risto dari Nokia Telecommunications Oy , Espoo , Finlandia telah mengembangkan perangkat penyesuaian kabel ."
3045,neutral,New Novator products are supposed to be exported .,Produk Novator baru seharusnya diekspor.
3046,positive,New product launches in Finland will more than double from 2005 .,Peluncuran produk baru di Finlandia akan lebih dari dua kali lipat dari tahun 2005 .
3047,neutral,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .","Niina Nenonen , direktur Marimekko saat ini untuk lini pakaian , tas dan aksesoris , akan mengambil peran ini ."
3048,neutral,No changes in media activity were seen in October compared with September .,Tidak ada perubahan aktivitas media yang terlihat pada bulan Oktober dibandingkan dengan bulan September.
3049,neutral,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,Belum ada keputusan atas penjualan saham treasury yang sekarang diterbitkan atau yang ada kepada YA Global tersebut.
3050,neutral,No financial detail were available .,Tidak ada detail keuangan yang tersedia.
3051,neutral,No financial details were revealed .,Tidak ada rincian keuangan yang diungkapkan.
3052,neutral,No financial information was provided .,Tidak ada informasi keuangan yang diberikan.
3053,neutral,No other ev3 devices were involved in this action .,Tidak ada perangkat ev3 lain yang terlibat dalam tindakan ini .
3054,neutral,Nokia is also negotiating the product portfolio of the new company .,Nokia juga sedang merundingkan portofolio produk dari perusahaan baru tersebut.
3055,neutral,"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .","Nordea Pankki Suomi Oyj, menurut pengumuman sebelumnya, telah membuat kontrak forward atas saham Alma Media Corporation."
3056,neutral,Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,Ketua dewan Nordea Hans Dalborg telah memberitahu komite nominasi bahwa dia tidak akan dipilih kembali pada Rapat Umum Tahunan 2011 .
3057,neutral,Nordea was the cheapest also for a couple in their 30s with debt .,Nordea adalah yang termurah juga untuk pasangan berusia 30-an dengan utang.
3058,neutral,"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -_ 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia .","LAPORAN BISNIS NORDIC-17 Januari 2006-Efore Plc meresmikan pabrik baru di Estonia -_ 1998-2006 M2 COMMUNICATIONS LTD Pabrikan elektronika daya Finlandia Efore Plc mengatakan pada hari Selasa (17 Januari) bahwa mereka meresmikan pabrik barunya di Parnu, Estonia."
3059,neutral,"Nordstjernan will make the offer in approximately one month , in September 2007 .","Nordstjernan akan melakukan penawaran dalam waktu kurang lebih satu bulan , pada bulan September 2007 ."
3060,neutral,Number of offers received for this contract is two .,Jumlah penawaran yang diterima untuk kontrak ini adalah dua.
3061,neutral,NWC ANALYSIS :,ANALISIS NWC :
3062,neutral,Odell has not contacted the State of Finland in this issue .,Odell belum menghubungi Negara Finlandia dalam masalah ini.
3063,neutral,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",Area Okhta Center diharapkan memiliki sekitar 700.000 meter persegi gedung perkantoran pada tahun 2016 .
3064,neutral,Okmetic has used the furnaces for the contract manufacturing of solar crystals .,Okmetic telah menggunakan tungku untuk kontrak pembuatan kristal surya.
3065,neutral,Okmetic revised its 2010 financial outlook based on its order book .,Okmetic merevisi prospek keuangan 2010 berdasarkan buku pesanannya.
3066,neutral,"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .","Pada 25 Agustus 2009, saham Sampo di Nordea adalah 19,45%."
3067,positive,"On the other hand , Montevideo said that having the two mills working in the area will generate jobs .","Di sisi lain, Montevideo mengatakan bahwa memiliki dua pabrik yang bekerja di daerah tersebut akan menciptakan lapangan kerja."
3068,positive,"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .","Pada hari Rabu ia mengumumkan bahwa pemerintah akan mengusulkan pemberian lisensi untuk dua reaktor, satu akan dibangun oleh Fennovoima, dan yang lainnya oleh TVO."
3069,neutral,"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .","Anda juga dapat melamar pekerjaan langsung dari iPad, memilih CV mana yang akan dilampirkan dan surat pengantar mana yang paling sesuai untuk setiap posisi."
3070,neutral,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .","Satu kategori harga adalah untuk panggilan di jaringan operator pilihan, dan kategori lainnya untuk panggilan di jaringan operator lain."
3071,neutral,"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .","Operator hanya perlu mempelajari cara menggunakan satu perangkat untuk berbagai tingkat aplikasi, termasuk operasi yang diarahkan oleh suara."
3072,neutral,"Originally posted to the PCMag.com security blog , Security Watch .","Awalnya diposting ke blog keamanan PCMag.com, Security Watch."
3073,neutral,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,Oriola-KD adalah spin-off dari divisi grosir grup farmasi Finlandia Orion Oyj.
3074,neutral,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .","LAINNYA North-Rhine Westphalia - Apakah untuk mengeluarkan patokan , 5 tahun kesepakatan tingkat bunga tetap di Euro ."
3075,neutral,Other details were not provided .,Rincian lainnya tidak diberikan.
3076,neutral,"Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola .","Tujuan kami adalah untuk menghasilkan bagian penting dari omset kami di Rusia dalam beberapa tahun,'' kata Managing Director Solteq Hannu Ahola."
3077,neutral,"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .","Outotec saat ini mengirimkan pabrik pengolahan serpih minyak baru untuk Eesti Energia di Estonia berdasarkan teknologi Enefit, yang telah dikembangkan bersama oleh Eesti Energia dan Outotec."
3078,neutral,"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .","PA), JPMorgan Chase and Co (NYSE: JPM) dan Pohjoa Bank adalah manajer utama bersama dalam kesepakatan senior tanpa jaminan."
3079,neutral,Panostaja did not disclose the purchase price .,Panostaja tidak mengungkapkan harga pembelian.
3080,neutral,Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,Pasar farmasi di Belgia Layanan Riset & Data Global baru-baru ini menerbitkan analisis pasar tentang pasar farmasi di Belgia.
3081,neutral,Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,Pasar farmasi di Polandia Layanan Riset & Data Global baru-baru ini menerbitkan analisis pasar tentang pasar farmasi di Polandia.
3082,neutral,Philips was not available to comment on the report .,Philips tidak tersedia untuk mengomentari laporan tersebut.
3083,neutral,Pohjola and cooperative banks have continued to combine their branch office network .,Pohjola dan bank koperasi terus menggabungkan jaringan kantor cabang mereka.
3084,neutral,Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .,Pohjola akan bertindak sebagai manajer penerbitan dan obligasi tersebut akan dicatatkan di NASDAQ OMX Helsinki Ltd.
3085,neutral,Ponsse will divide its sales and maintenance service network into six geographical areas .,Ponsse akan membagi jaringan layanan penjualan dan pemeliharaannya menjadi enam wilayah geografis.
3086,neutral,"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .","POYRY PLCPengumuman Perusahaan 10 Desember 2010 pukul 16.10 Berdasarkan program opsi saham Poyry PLC 2004 , 63.792 saham baru perusahaan telah diambil bagiannya sejak 27 Oktober 2010 dengan opsi saham 2004B ."
3087,neutral,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .","Materi presentasi akan diposting di situs web perusahaan: www.seahawkdrilling.com di bagian `` Hubungan Investor '', di tab `` Webcast & Presentasi ''."
3088,neutral,"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .","Sebelumnya , Grimaldi memegang 46,43% saham perusahaan Finlandia itu menyusul tawaran pengambilalihan yang diluncurkan pada November 2006 ."
3089,neutral,"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .","Pembicaraan harga ada di swap pasar menengah ditambah area 105 bps dan prospeknya adalah Barclays , BNPP , UBS dan CBA ."
3090,neutral,"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .","Sebelum transaksi, yang syarat keuangannya tidak diungkapkan, Alma Media memiliki 40% dari bersih Kotikokki."
3091,neutral,"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .","fasilitas produksi 6 Juli 2010 - Grup investasi Finlandia Neomarkka Oyj ( HEL : NEMBV ) hari ini mengatakan akan membeli bekas fasilitas produksi Kuitu Finland Ltd , sebagai bagian dari negosiasi opsi untuk berinvestasi dalam bisnis serat selulosa khusus ."
3092,neutral,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .","Produk meliputi perangkat Elektronik Konsumen seperti telepon seluler dan aksesorinya, dekoder, TV panel datar, serta produk Solusi Sistem seperti sistem infrastruktur, modul, dan produk segmen industri lainnya."
3093,neutral,"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .","Proha Plc ( Euronext :7327 ) hari ini mengumumkan ( 19 Mei ) bahwa anak perusahaannya yang sepenuhnya dimiliki , Safran Software Solutions AS , telah setuju untuk menjual 49% sahamnya dari Safran North America LLC kepada SNA Holding AS , sebuah grup investasi yang berbasis di Norwegia ."
3094,neutral,"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .","Proha Plc ( Euronext :7327 ) hari ini mengumumkan ( 19 Mei ) bahwa anak perusahaannya yang sepenuhnya dimiliki , Safran Software Solutions AS , telah setuju untuk menjual 49% sahamnya dari Safran North America LLC kepada SNA Holding AS , sebuah grup investasi yang berbasis di Norwegia ."
3095,neutral,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .","Proline Plus tersedia dalam model saluran tunggal dan multisaluran yang dapat disesuaikan dan model saluran tunggal volume tetap, dalam volume berkisar dari 0,1 mikro liter hingga 10 ml."
3096,neutral,"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .","Protalix ditutup pada $10,71 pada hari Jumat di American Stock Exchange, memberikan kapitalisasi pasar sebesar $827 juta."
3097,neutral,Protalix is developing genetically engineered proteins from plant cells .,Protalix sedang mengembangkan protein rekayasa genetika dari sel tumbuhan.
3098,neutral,"Purchase it for the 12MP snapper , if nothing else .","Beli untuk kakap 12MP, jika tidak ada yang lain."
3099,neutral,R&D Loan ) .,Pinjaman Litbang).
3100,neutral,Radiation and today is a full service house expert in radiation and nuclear safety issues .,Radiasi dan hari ini adalah ahli rumah layanan penuh dalam masalah radiasi dan keselamatan nuklir.
3101,neutral,Raisio is the site of the main production plants as well as company headquarters .,Raisio adalah lokasi pabrik produksi utama sekaligus kantor pusat perusahaan.
3102,neutral,Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,Rapala VMC Corporation ( Rapala ) adalah perusahaan yang berbasis di Finlandia yang bergerak di bidang manufaktur dan distribusi peralatan dan aksesoris memancing.
3103,neutral,"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .","Rautalinko juga bertanggung jawab atas Mobility Services, dan tugasnya di divisi ini akan dilanjutkan oleh Marek Hintze."
3104,neutral,Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,Baru - baru ini perusahaan memutuskan untuk membangun pabrik identik kedua di lokasi yang sama karena akan ditugaskan menjelang akhir 2008 .
3105,neutral,"Retail chain Suomen L+Æhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .","Jaringan ritel Suomen L+Æhikauppa diberi indeks 5.8, maskapai SAS 5.8, broadband TeliaSonera 6.1, jaringan ritel Jerman Lidl 6.1, langganan seluler Tele Finland 6.1, jalur pelayaran Tallink 6.3, dan perusahaan listrik Helsinki Energy 6.3."
3106,neutral,"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition .","Risto Jalo, chief executive Dormus Print dan juga pemilik sisa perusahaan, akan mempertahankan posisinya setelah akuisisi."
3107,neutral,RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,RL-Nordic adalah bagian dari Raiffeisen-Banking-Group Austria dan merupakan anak perusahaan Raiffeisen-Leasing GmbH di Austria.
3108,neutral,"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .","Rockwell Collins adalah penyedia dek penerbangan, kabin dan solusi manajemen informasi untuk operator pesawat bisnis."
3109,neutral,"s business sectors are building construction , infrastructure construction and technical building services .","Bidang usaha adalah konstruksi bangunan, konstruksi infrastruktur dan jasa teknis bangunan."
3110,neutral,Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,Salcomp Manufacturing Oy akan membayar EUR 35 juta tunai kepada Salcomp sehubungan dengan pelaksanaan penjualan dan pengalihan Bisnis.
3111,neutral,"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .","Sampo Housing Loan Bank, sebuah unit dari Sampo Bank Finlandia, telah menetapkan harga obligasi EUR1bn (USD1,3 miliar) pada 99,889%, Reuters melaporkan."
3112,neutral,SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,SAMPO PLC Jarmo Salonen Kepala Hubungan Investor dan Komunikasi Grup tel. +358 10 516 0030 Distribusi: NASDAQ OMX Helsinki Media utama Otoritas Pengawas Keuangan www.sampo.com Pengumuman ini didistribusikan oleh Thomson Reuters atas nama klien Thomson Reuters.
3113,neutral,"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .","SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , pembuat ponsel terbesar di dunia , menggunakan Consumer Electronics Show di Las Vegas untuk memperkenalkan ponsel lipat tipis kelas atas , menurut laporan media Senin ."
3114,neutral,Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,Sanoma Magazines International akan mengundang pemegang saham lain yang memiliki sekitar 15% saham untuk menjual saham mereka.
3115,neutral,Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,Scanfil plc adalah produsen kontrak global dan pemasok sistem untuk komunikasi dan elektronik industri.
3116,neutral,"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .","schwalm ( at ) outotec.com Eila Paatela , Wakil Presiden - Komunikasi Perusahaan tel. +358 20 529 2004 , ponsel +358 400 817198 email eila ."
3117,neutral,"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .","SDM menawarkan peralatan sewa umum, perancah aluminium, generator listrik dan kerekan kepada pelanggan di sektor konstruksi."
3118,positive,services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .,pemasok layanan Efore Plc untuk merampingkan operasi di Finlandia dan pemasok sistem dan layanan elektronik Finlandia AS Efore Plc (OMX Helsinki: EFO1V) mengatakan pada hari Selasa (3 Februari) bahwa mereka telah memulai negosiasi hukum mengenai perampingan operasinya di Finlandia.
3119,neutral,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .","Tujuh puluh tiga dari mereka juga memiliki pelatihan yang lebih ekstensif dalam produk yang dibangun di atas teknologi ArchestrA terbaru, seperti Wonderware System Platform."
3120,neutral,"Simultaneously , Alma Media has purchased a 35 % share of Arena Interactive , a subsidiary of Arena Partners with a focus on mobile solutions development .","Secara bersamaan, Alma Media telah membeli 35% saham Arena Interactive, anak perusahaan Arena Partners dengan fokus pada pengembangan solusi seluler."
3121,neutral,"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .","Bersamaan dengan rencana merger ini, rencana merger lain telah ditandatangani, yang menurut Suomen Projektivuokraus Oy, anak perusahaan dari VTM-Rakennuskonevuokraamo Oy, akan digabung dengan VTM-Rakennuskonevuokraamo Oy."
3122,positive,Singapore in May 2011 1 July 2010 - Finnish air carrier Finnair Oyj ( HEL : FIA1S ) said today it will open a daily route to Singapore on 30 May 2011 as part of its growth strategy in Asia .,Singapura pada Mei 2011 1 Juli 2010 - Maskapai penerbangan Finlandia Finnair Oyj ( HEL : FIA1S ) hari ini mengatakan akan membuka rute harian ke Singapura pada 30 Mei 2011 sebagai bagian dari strategi pertumbuhannya di Asia .
3123,neutral,"So far as is known , he did not sell shares that he owns personally .","Sejauh yang diketahui, dia tidak menjual saham miliknya sendiri."
3124,neutral,Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .,"Solidium sekarang memegang 5,0 persen saham Solidium Oy telah mengakuisisi 5,0 persen saham di Tieto Corporation dengan nilai sekitar EUR 58 juta."
3125,neutral,"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .","Beberapa 3,8 juta euro ($ 5,2 juta) dari harga akuisisi dasar akan dibayar tunai dan sisanya melalui penawaran berlangganan dari total 850.000 saham Ixonos baru."
3126,neutral,Some of the lay-offs will be implemented using part-time employment contracts .,Beberapa PHK akan dilaksanakan dengan menggunakan kontrak kerja paruh waktu.
3127,neutral,"Sonoco Products Co. , a U.S. packaging company , said Friday it bought the 75 percent of Italy 's Demolli Industria Cartaria SpA it did not already own .","Sonoco Products Co., sebuah perusahaan pengemasan AS, mengatakan pada hari Jumat bahwa pihaknya membeli 75 persen Demolli Industria Cartaria SpA Italia yang belum dimilikinya."
3128,neutral,"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .","Sponda adalah perusahaan investasi properti, yang mengkhususkan diri dalam properti komersial di kota-kota terbesar di Finlandia dan Rusia."
3129,positive,"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .","ST. PETERSBURG , 14 Okt ( PRIME-TASS ) -- Produsen ban Finlandia Nokian Tires berencana untuk menginvestasikan sekitar 50 juta euro dalam perluasan pabrik bannya di kota Vsevolozhsk di Wilayah Leningrad Rusia pada tahun 2011 , Presiden perusahaan Kim Gran mengatakan kepada wartawan Kamis."
3130,neutral,Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,"Stichting Pensioenfonds ABP : 4 118 122 saham mewakili 5,19 % dari modal saham dan hak suara ."
3131,neutral,"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .","Stockholm , 3 Maret 2011 Tentang Cybercom Cybercom Group adalah konsultan teknologi tinggi yang menawarkan sumber global untuk solusi ujung ke ujung."
3132,positive,"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .","Stockmann dan perusahaan sektor Swedia AB Lindex menandatangani perjanjian pada tanggal 30 September 2007, dimana Stockmann, atau anak perusahaan yang dimiliki sepenuhnya olehnya, akan melakukan penawaran tender publik untuk semua saham yang diterbitkan Lindex."
3133,neutral,"Stora Enso has also had meetings with the labor authorities , Employment and Economic Development Centres and representatives of the government in order to find solutions .","Stora Enso juga telah mengadakan pertemuan dengan otoritas ketenagakerjaan, Pusat Pengembangan Ketenagakerjaan dan Ekonomi dan perwakilan pemerintah untuk mencari solusi."
3134,negative,"Stora Enso Oyj , the largest papermaker , in October said it would close four mills .","Stora Enso Oyj, pembuat kertas terbesar, pada Oktober mengatakan akan menutup empat pabrik."
3135,neutral,"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .","Pelanggan China Unicom , operator telepon seluler terbesar kedua di negara itu setelah China Mobile , diharapkan merilis gambar , video dan blog di Internet melalui telepon seluler mulai Maret 2008 ."
3136,neutral,Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,Sunrise Resources beroperasi di pasar pengembangan dekat pantai Rusia melalui anak perusahaannya yang sepenuhnya dimiliki Rusia dan memiliki 80% personelnya di Rusia.
3137,neutral,"Swiss bank Credit Suisse International will act as an investor in the locomotive manufacturing plant , the Astana administration said .","Bank Swiss Credit Suisse International akan bertindak sebagai investor di pabrik pembuatan lokomotif, kata administrasi Astana."
3138,neutral,"Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ) , a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 .","Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ) , sebuah bisnis pertambangan nikel yang berbasis di Finlandia , telah memasang lini produksi kedua di pabrik pemulihan logamnya pada tanggal 9 Juni 2010 ."
3139,neutral,Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,Perusahaan Pertambangan Talvivaara Plc Perusahaan Pertambangan Talvivaara adalah produsen logam dasar yang signifikan secara internasional dengan fokus utama pada nikel dan seng menggunakan teknologi yang dikenal sebagai bioheapleaching untuk mengekstraksi logam dari bijih.
3140,neutral,"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .","Tampere Science Parks adalah perusahaan Finlandia yang memiliki, menyewakan, dan membangun properti kantor dan berspesialisasi dalam fasilitas untuk bisnis berorientasi teknologi."
3141,neutral,"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .","Perusahaan sasaran : Tieto Corporation , Kode Identitas Usaha : 0101138-5 Tanggal perubahan kepemilikan : 22 Januari 2010 Porsi saham dan suara : Kepemilikan grup Koperasi Sentral (OPK) OP-Pohjola Group saat ini adalah 2982 587 saham, yang mewakili 4,14% saham dan hak suara."
3142,neutral,Technopolis has approximately 130 customer companies in Jyvaskyla .,Technopolis memiliki sekitar 130 perusahaan pelanggan di Jyvaskyla.
3143,neutral,"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .","Tecnomen, yang berkantor pusat di Espoo, Finlandia, mengembangkan solusi pengiriman pesan dan pengisian daya untuk operator telekomunikasi dan penyedia layanan di seluruh dunia."
3144,neutral,"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .","Solusi Tecnomen dapat digunakan untuk tagihan prabayar dan pascabayar, untuk pengisian dan penilaian panggilan suara dan video, lalu lintas data dan segala jenis layanan konten baik di jaringan seluler maupun jaringan tetap."
3145,neutral,"Tecnomen 's system features a new range of value-added services for prepaid and post-paid billing , charging and rating of voice calls , data traffic , or any kind of content services in both mobile and fixed networks .","Sistem Tecnomen menampilkan rangkaian layanan nilai tambah baru untuk tagihan prabayar dan pascabayar, pengisian dan penilaian panggilan suara, lalu lintas data, atau segala jenis layanan konten baik di jaringan seluler maupun jaringan tetap."
3146,neutral,"TeliaSonera s subsidiary , the mobile operator EMT in Estonia , has created a world s first mobile identification service which makes it possible to vote via a mobile phone .","Anak perusahaan TeliaSonera, operator seluler EMT di Estonia, telah menciptakan layanan identifikasi seluler pertama di dunia yang memungkinkan pemungutan suara melalui telepon seluler."
3147,positive,TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .,TeliaSonera mengatakan sekitar $ 100 juta akan diinvestasikan pada tahun depan di wilayah tersebut untuk membawa cakupan seluler ke sekitar 90% dari populasi Nepal.
3148,negative,"Temporary lay-offs , affecting the entire workforce , will also be implemented .",Pemberhentian sementara yang berdampak pada seluruh tenaga kerja juga akan dilakukan.
3149,neutral,"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. .","Teollisuuden Voima Oyj, utilitas Finlandia yang dikenal sebagai TVO, mengatakan telah memilih model EU-APWR Mitsubishi Heavy bersama dengan reaktor dari Areva, Toshiba Corp., GE Hitachi Nuclear Energy dan Korea Hydro & Nuclear Power Co."
3150,neutral,Terms of the acquisition were not disclosed .,Persyaratan akuisisi tidak diungkapkan.
3151,neutral,Terms were not disclosed .,Persyaratan tidak diungkapkan.
